ID	Title	AwrdItem	NeedSex	NeedBody	NeedRoute	AwardTimes	GlobalMsg	ExchangeMode	TimeLimitHours	StatKey
50991	Tèng-Uy Hæ T­íng Qu©n Bót (Cao)	0;9;10485;1	2	4	15		1	50310		
50992	Tèng-Uy Hæ T­íng Qu©n Th­¬ng (Cao)	0;6;10486;1	1	1	17		1	50311		
50993	Tèng-Uy Hæ T­íng Qu©n Th­¬ng (Cao)	0;6;10487;1	1	2	17		1	50311		
50994	Tèng-Uy Hæ T­íng Qu©n Th­¬ng (Cao)	0;6;10488;1	2	3	17		1	50311		
50995	Tèng-Uy Hæ T­íng Qu©n Th­¬ng (Cao)	0;6;10489;1	2	4	17		1	50311		
50996	Tèng-Uy Hæ T­íng Qu©n Cung (Cao)	0;4;10490;1	1	1	18		1	50312		
50997	Tèng-Uy Hæ T­íng Qu©n Cung (Cao)	0;4;10491;1	1	2	18		1	50312		
50998	Tèng-Uy Hæ T­íng Qu©n Cung (Cao)	0;4;10492;1	2	3	18		1	50312		
50999	Tèng-Uy Hæ T­íng Qu©n Cung (Cao)	0;4;10493;1	2	4	18		1	50312		
51000	Tèng-Uy Hæ T­íng Qu©n Song §ao (Cao)	0;7;10494;1	1	1	20		1	50313		
51001	Tèng-Uy Hæ T­íng Qu©n Song §ao (Cao)	0;7;10495;1	1	2	20		1	50313		
51002	Tèng-Uy Hæ T­íng Qu©n Song §ao (Cao)	0;7;10496;1	2	3	20		1	50313		
51003	Tèng-Uy Hæ T­íng Qu©n Song §ao (Cao)	0;7;10497;1	2	4	20		1	50313		
51004	Tèng-Uy Hæ T­íng Qu©n Tr¶o (Cao)	0;11;10498;1	1	1	21		1	50314		
51005	Tèng-Uy Hæ T­íng Qu©n Tr¶o (Cao)	0;11;10499;1	1	2	21		1	50314		
51006	Tèng-Uy Hæ T­íng Qu©n Tr¶o (Cao)	0;11;10500;1	2	3	21		1	50314		
51007	Tèng-Uy Hæ T­íng Qu©n Tr¶o (Cao)	0;11;10501;1	2	4	21		1	50314		
51008	Tèng-Uy Hæ T­íng Qu©n KiÕm (Cao)	0;2;10502;1	1	1	23		1	50315		
51009	Tèng-Uy Hæ T­íng Qu©n KiÕm (Cao)	0;2;10503;1	1	2	23		1	50315		
51010	Tèng-Uy Hæ T­íng Qu©n §ao (Cao)	0;3;10504;1	1	1	25		1	50316		
51011	Tèng-Uy Hæ T­íng Qu©n §ao (Cao)	0;3;10505;1	1	2	25		1	50316		
51012	Tèng-Uy Hæ T­íng Qu©n §ao (Cao)	0;3;10506;1	2	3	25		1	50316		
51013	Tèng-Uy Hæ T­íng Qu©n §ao (Cao)	0;3;10507;1	2	4	25		1	50316		
51014	Tèng-Uy Hæ T­íng Qu©n Bót (Cao)	0;9;10508;1	1	1	26		1	50317		
51015	Tèng-Uy Hæ T­íng Qu©n Bót (Cao)	0;9;10509;1	1	2	26		1	50317		
51016	Tèng-Uy Hæ T­íng Qu©n Bót (Cao)	0;9;10510;1	2	3	26		1	50317		
51017	Tèng-Uy Hæ T­íng Qu©n Bót (Cao)	0;9;10511;1	2	4	26		1	50317		
51018	Tèng-Uy Hæ T­íng Qu©n Tr¶o (Cao)	0;11;10512;1	1	1	27		1	50318		
51019	Tèng-Uy Hæ T­íng Qu©n Tr¶o (Cao)	0;11;10513;1	1	2	27		1	50318		
51020	Tèng-Uy Hæ T­íng Qu©n Tr¶o (Cao)	0;11;10514;1	2	3	27		1	50318		
51021	Tèng-Uy Hæ T­íng Qu©n Tr¶o (Cao)	0;11;10515;1	2	4	27		1	50318		
51022	Tèng-Uy Hæ T­íng Qu©n PhiÕn (Cao)	0;13;10516;1	2	3	29		1	50319		
51023	Tèng-Uy Hæ T­íng Qu©n PhiÕn (Cao)	0;13;10517;1	2	4	29		1	50319		
51024	Tèng-Uy Hæ T­íng Qu©n §Þch (Cao)	0;12;10518;1	2	3	30		1	50320		
51025	Tèng-Uy Hæ T­íng Qu©n §Þch (Cao)	0;12;10519;1	2	4	30		1	50320		
51026	Tèng_Uy Hæ Nguyªn So¸i §ao (S¬ CÊp)	0;3;10520;1	1	1	2		1	50569		
51027	Tèng_Uy Hæ Nguyªn So¸i §ao (S¬ CÊp)	0;3;10520;1	1	2	2		1	50570		
51028	Tèng_Uy Hæ Nguyªn So¸i Tr­îng (S¬ CÊp)	0;8;10521;1	1	1	3		1	50571		
51029	Tèng_Uy Hæ Nguyªn So¸i Tr­îng (S¬ CÊp)	0;8;10521;1	1	2	3		1	50572		
51030	Tèng_Uy Hæ Nguyªn So¸i Thñ (S¬ CÊp)	0;0;10522;1	1	1	4		1	50573		
51031	Tèng_Uy Hæ Nguyªn So¸i Thñ (S¬ CÊp)	0;0;10522;1	1	2	4		1	50574		
51032	Tèng_Uy Hæ Nguyªn So¸i Ch©m (S¬ CÊp)	0;1;10523;1	1	1	6		1	50575		
51033	Tèng_Uy Hæ Nguyªn So¸i Ch©m (S¬ CÊp)	0;1;10523;1	1	2	6		1	50576		
51034	Tèng_Uy Hæ Nguyªn So¸i Ch©m (S¬ CÊp)	0;1;10523;1	2	3	6		1	50577		
51035	Tèng_Uy Hæ Nguyªn So¸i Ch©m (S¬ CÊp)	0;1;10523;1	2	4	6		1	50578		
51036	Tèng_Uy Hæ Nguyªn So¸i KiÕm (S¬ CÊp)	0;2;10524;1	2	3	8		1	50579		
51037	Tèng_Uy Hæ Nguyªn So¸i KiÕm (S¬ CÊp)	0;2;10524;1	2	4	8		1	50580		
51038	Tèng_Uy Hæ Nguyªn So¸i CÇm (S¬ CÊp)	0;10;10525;1	2	3	9		1	50581		
51039	Tèng_Uy Hæ Nguyªn So¸i CÇm (S¬ CÊp)	0;10;10525;1	2	4	9		1	50582		
51040	Tèng_Uy Hæ Nguyªn So¸i Thñ (S¬ CÊp)	0;0;10526;1	1	1	11		1	50583		
51041	Tèng_Uy Hæ Nguyªn So¸i Thñ (S¬ CÊp)	0;0;10526;1	1	2	11		1	50584		
51042	Tèng_Uy Hæ Nguyªn So¸i Thñ (S¬ CÊp)	0;0;10526;1	2	3	11		1	50585		
51043	Tèng_Uy Hæ Nguyªn So¸i Thñ (S¬ CÊp)	0;0;10526;1	2	4	11		1	50586		
51044	Tèng_Uy Hæ Nguyªn So¸i C«n (S¬ CÊp)	0;5;10527;1	1	1	12		1	50587		
51045	Tèng_Uy Hæ Nguyªn So¸i C«n (S¬ CÊp)	0;5;10527;1	1	2	12		1	50588		
51046	Tèng_Uy Hæ Nguyªn So¸i C«n (S¬ CÊp)	0;5;10527;1	2	3	12		1	50589		
51047	Tèng_Uy Hæ Nguyªn So¸i C«n (S¬ CÊp)	0;5;10527;1	2	4	12		1	50590		
51048	Tèng_Uy Hæ Nguyªn So¸i KiÕm (S¬ CÊp)	0;2;10528;1	1	1	14		1	50591		
51049	Tèng_Uy Hæ Nguyªn So¸i KiÕm (S¬ CÊp)	0;2;10528;1	1	2	14		1	50592		
51050	Tèng_Uy Hæ Nguyªn So¸i KiÕm (S¬ CÊp)	0;2;10528;1	2	3	14		1	50593		
51051	Tèng_Uy Hæ Nguyªn So¸i KiÕm (S¬ CÊp)	0;2;10528;1	2	4	14		1	50594		
51052	Tèng_Uy Hæ Nguyªn So¸i Bót (S¬ CÊp)	0;9;10529;1	1	1	15		1	50595		
51053	Tèng_Uy Hæ Nguyªn So¸i Bót (S¬ CÊp)	0;9;10529;1	1	2	15		1	50596		
51054	Tèng_Uy Hæ Nguyªn So¸i Bót (S¬ CÊp)	0;9;10529;1	2	3	15		1	50597		
51055	Tèng_Uy Hæ Nguyªn So¸i Bót (S¬ CÊp)	0;9;10529;1	2	4	15		1	50598		
51056	Tèng_Uy Hæ Nguyªn So¸i Th­¬ng (S¬ CÊp)	0;6;10530;1	1	1	17		1	50599		
51057	Tèng_Uy Hæ Nguyªn So¸i Th­¬ng (S¬ CÊp)	0;6;10530;1	1	2	17		1	50600		
51058	Tèng_Uy Hæ Nguyªn So¸i Th­¬ng (S¬ CÊp)	0;6;10530;1	2	3	17		1	50601		
51059	Tèng_Uy Hæ Nguyªn So¸i Th­¬ng (S¬ CÊp)	0;6;10530;1	2	4	17		1	50602		
51060	Tèng_Uy Hæ Nguyªn So¸i Cung (S¬ CÊp)	0;4;10531;1	1	1	18		1	50603		
51061	Tèng_Uy Hæ Nguyªn So¸i Cung (S¬ CÊp)	0;4;10531;1	1	2	18		1	50604		
51062	Tèng_Uy Hæ Nguyªn So¸i Cung (S¬ CÊp)	0;4;10531;1	2	3	18		1	50605		
51063	Tèng_Uy Hæ Nguyªn So¸i Cung (S¬ CÊp)	0;4;10531;1	2	4	18		1	50606		
51064	Tèng_Uy Hæ Nguyªn So¸i Song §ao (S¬ CÊp)	0;7;10532;1	1	1	20		1	50607		
51065	Tèng_Uy Hæ Nguyªn So¸i Song §ao (S¬ CÊp)	0;7;10532;1	1	2	20		1	50608		
51066	Tèng_Uy Hæ Nguyªn So¸i Song §ao (S¬ CÊp)	0;7;10532;1	2	3	20		1	50609		
51067	Tèng_Uy Hæ Nguyªn So¸i Song §ao (S¬ CÊp)	0;7;10532;1	2	4	20		1	50610		
51068	Tèng_Uy Hæ Nguyªn So¸i Tr¶o (S¬ CÊp)	0;11;10533;1	1	1	21		1	50611		
51069	Tèng_Uy Hæ Nguyªn So¸i Tr¶o (S¬ CÊp)	0;11;10533;1	1	2	21		1	50612		
51070	Tèng_Uy Hæ Nguyªn So¸i Tr¶o (S¬ CÊp)	0;11;10533;1	2	3	21		1	50613		
51071	Tèng_Uy Hæ Nguyªn So¸i Tr¶o (S¬ CÊp)	0;11;10533;1	2	4	21		1	50614		
51072	Tèng_Uy Hæ Nguyªn So¸i KiÕm (S¬ CÊp)	0;2;10534;1	1	1	23		1	50615		
51073	Tèng_Uy Hæ Nguyªn So¸i KiÕm (S¬ CÊp)	0;2;10534;1	1	2	23		1	50616		
51074	Tèng_Uy Hæ Nguyªn So¸i §ao (S¬ CÊp)	0;3;10535;1	1	1	25		1	50617		
51075	Tèng_Uy Hæ Nguyªn So¸i §ao (S¬ CÊp)	0;3;10535;1	1	2	25		1	50618		
51076	Tèng_Uy Hæ Nguyªn So¸i §ao (S¬ CÊp)	0;3;10535;1	2	3	25		1	50619		
51077	Tèng_Uy Hæ Nguyªn So¸i §ao (S¬ CÊp)	0;3;10535;1	2	4	25		1	50620		
51078	Tèng_Uy Hæ Nguyªn So¸i Bót (S¬ CÊp)	0;9;10536;1	1	1	26		1	50621		
51079	Tèng_Uy Hæ Nguyªn So¸i Bót (S¬ CÊp)	0;9;10536;1	1	2	26		1	50622		
51080	Tèng_Uy Hæ Nguyªn So¸i Bót (S¬ CÊp)	0;9;10536;1	2	3	26		1	50623		
51081	Tèng_Uy Hæ Nguyªn So¸i Bót (S¬ CÊp)	0;9;10536;1	2	4	26		1	50624		
51082	Tèng_Uy Hæ Nguyªn So¸i Tr¶o (S¬ CÊp)	0;11;10537;1	1	1	27		1	50625		
51083	Tèng_Uy Hæ Nguyªn So¸i Tr¶o (S¬ CÊp)	0;11;10537;1	1	2	27		1	50626		
51084	Tèng_Uy Hæ Nguyªn So¸i Tr¶o (S¬ CÊp)	0;11;10537;1	2	3	27		1	50627		
51085	Tèng_Uy Hæ Nguyªn So¸i Tr¶o (S¬ CÊp)	0;11;10537;1	2	4	27		1	50628		
51086	Tèng_Uy Hæ Nguyªn So¸i PhiÕn (S¬ CÊp)	0;13;10538;1	2	3	29		1	50629		
51087	Tèng_Uy Hæ Nguyªn So¸i PhiÕn (S¬ CÊp)	0;13;10538;1	2	4	29		1	50630		
51088	Tèng_Uy Hæ Nguyªn So¸i §Þch (S¬ CÊp)	0;12;10539;1	2	3	30		1	50631		
51089	Tèng_Uy Hæ Nguyªn So¸i §Þch (S¬ CÊp)	0;12;10539;1	2	4	30		1	50632		
51090	Tèng-Uy Hæ Nguyªn So¸i §ao (S¬)	0;3;10520;1			2		1	50119		
51091	Tèng-Uy Hæ Nguyªn So¸i Tr­îng (S¬)	0;8;10521;1			3		1	50119		
51092	Tèng-Uy Hæ Nguyªn So¸i Thñ (S¬)	0;0;10522;1			4		1	50119		
51093	Tèng-Uy Hæ Nguyªn So¸i Ch©m (S¬)	0;1;10523;1			6		1	50119		
51094	Tèng-Uy Hæ Nguyªn So¸i KiÕm (S¬)	0;2;10524;1			8		1	50119		
51095	Tèng-Uy Hæ Nguyªn So¸i CÇm (S¬)	0;10;10525;1			9		1	50119		
51096	Tèng-Uy Hæ Nguyªn So¸i Thñ (S¬)	0;0;10526;1			11		1	50119		
51097	Tèng-Uy Hæ Nguyªn So¸i C«n (S¬)	0;5;10527;1			12		1	50119		
51098	Tèng-Uy Hæ Nguyªn So¸i KiÕm (S¬)	0;2;10528;1			14		1	50119		
51099	Tèng-Uy Hæ Nguyªn So¸i Bót (S¬)	0;9;10529;1			15		1	50119		
51100	Tèng-Uy Hæ Nguyªn So¸i Th­¬ng (S¬)	0;6;10530;1			17		1	50119		
51101	Tèng-Uy Hæ Nguyªn So¸i Cung (S¬)	0;4;10531;1			18		1	50119		
51102	Tèng-Uy Hæ Nguyªn So¸i Song §ao (S¬)	0;7;10532;1			20		1	50119		
51103	Tèng-Uy Hæ Nguyªn So¸i Tr¶o (S¬)	0;11;10533;1			21		1	50119		
51104	Tèng-Uy Hæ Nguyªn So¸i KiÕm (S¬)	0;2;10534;1			23		1	50119		
51105	Tèng-Uy Hæ Nguyªn So¸i §ao (S¬)	0;3;10535;1			25		1	50119		
51106	Tèng-Uy Hæ Nguyªn So¸i Bót (S¬)	0;9;10536;1			26		1	50119		
51107	Tèng-Uy Hæ Nguyªn So¸i Tr¶o (S¬)	0;11;10537;1			27		1	50119		
51108	Tèng-Uy Hæ Nguyªn So¸i PhiÕn (S¬)	0;13;10538;1			29		1	50119		
51109	Tèng-Uy Hæ Nguyªn So¸i §Þch (S¬)	0;12;10539;1			30		1	50119		
51110	Tèng-Uy Hæ Nguyªn So¸i §ao (Trung)	0;3;10540;1			2		1	50321		
51111	Tèng-Uy Hæ Nguyªn So¸i Tr­îng (Trung)	0;8;10541;1			3		1	50322		
51112	Tèng-Uy Hæ Nguyªn So¸i Thñ (Trung)	0;0;10542;1			4		1	50323		
51113	Tèng-Uy Hæ Nguyªn So¸i Ch©m (Trung)	0;1;10543;1			6		1	50324		
51114	Tèng-Uy Hæ Nguyªn So¸i KiÕm (Trung)	0;2;10544;1			8		1	50325		
51115	Tèng-Uy Hæ Nguyªn So¸i CÇm (Trung)	0;10;10545;1			9		1	50326		
51116	Tèng-Uy Hæ Nguyªn So¸i Thñ (Trung)	0;0;10546;1			11		1	50327		
51117	Tèng-Uy Hæ Nguyªn So¸i C«n (Trung)	0;5;10547;1			12		1	50328		
51118	Tèng-Uy Hæ Nguyªn So¸i KiÕm (Trung)	0;2;10548;1			14		1	50329		
51119	Tèng-Uy Hæ Nguyªn So¸i Bót (Trung)	0;9;10549;1			15		1	50330		
51120	Tèng-Uy Hæ Nguyªn So¸i Th­¬ng (Trung)	0;6;10550;1			17		1	50331		
51121	Tèng-Uy Hæ Nguyªn So¸i Cung (Trung)	0;4;10551;1			18		1	50332		
51122	Tèng-Uy Hæ Nguyªn So¸i Song §ao (Trung)	0;7;10552;1			20		1	50333		
51123	Tèng-Uy Hæ Nguyªn So¸i Tr¶o (Trung)	0;11;10553;1			21		1	50334		
51124	Tèng-Uy Hæ Nguyªn So¸i KiÕm (Trung)	0;2;10554;1			23		1	50335		
51125	Tèng-Uy Hæ Nguyªn So¸i §ao (Trung)	0;3;10555;1			25		1	50336		
51126	Tèng-Uy Hæ Nguyªn So¸i Bót (Trung)	0;9;10556;1			26		1	50337		
51127	Tèng-Uy Hæ Nguyªn So¸i Tr¶o (Trung)	0;11;10557;1			27		1	50338		
51128	Tèng-Uy Hæ Nguyªn So¸i PhiÕn (Trung)	0;13;10558;1			29		1	50339		
51129	Tèng-Uy Hæ Nguyªn So¸i §Þch (Trung)	0;12;10559;1			30		1	50340		
51130	Tèng-Uy Hæ Nguyªn So¸i §ao (Cao)	0;3;10560;1	1	1	2		1	50341		
51131	Tèng-Uy Hæ Nguyªn So¸i §ao (Cao)	0;3;10561;1	1	2	2		1	50341		
51132	Tèng-Uy Hæ Nguyªn So¸i Tr­îng (Cao)	0;8;10562;1	1	1	3		1	50342		
51133	Tèng-Uy Hæ Nguyªn So¸i Tr­îng (Cao)	0;8;10563;1	1	2	3		1	50342		
51134	Tèng-Uy Hæ Nguyªn So¸i Thñ (Cao)	0;0;10564;1	1	1	4		1	50343		
51135	Tèng-Uy Hæ Nguyªn So¸i Thñ (Cao)	0;0;10565;1	1	2	4		1	50343		
51136	Tèng-Uy Hæ Nguyªn So¸i Ch©m (Cao)	0;1;10566;1	1	1	6		1	50344		
51137	Tèng-Uy Hæ Nguyªn So¸i Ch©m (Cao)	0;1;10567;1	1	2	6		1	50344		
51138	Tèng-Uy Hæ Nguyªn So¸i Ch©m (Cao)	0;1;10568;1	2	3	6		1	50344		
51139	Tèng-Uy Hæ Nguyªn So¸i Ch©m (Cao)	0;1;10569;1	2	4	6		1	50344		
51140	Tèng-Uy Hæ Nguyªn So¸i KiÕm (Cao)	0;2;10570;1	2	3	8		1	50345		
51141	Tèng-Uy Hæ Nguyªn So¸i KiÕm (Cao)	0;2;10571;1	2	4	8		1	50345		
51142	Tèng-Uy Hæ Nguyªn So¸i CÇm (Cao)	0;10;10572;1	2	3	9		1	50346		
51143	Tèng-Uy Hæ Nguyªn So¸i CÇm (Cao)	0;10;10573;1	2	4	9		1	50346		
51144	Tèng-Uy Hæ Nguyªn So¸i Thñ (Cao)	0;0;10574;1	1	1	11		1	50347		
51145	Tèng-Uy Hæ Nguyªn So¸i Thñ (Cao)	0;0;10575;1	1	2	11		1	50347		
51146	Tèng-Uy Hæ Nguyªn So¸i Thñ (Cao)	0;0;10576;1	2	3	11		1	50347		
51147	Tèng-Uy Hæ Nguyªn So¸i Thñ (Cao)	0;0;10577;1	2	4	11		1	50347		
51148	Tèng-Uy Hæ Nguyªn So¸i C«n (Cao)	0;5;10578;1	1	1	12		1	50348		
51149	Tèng-Uy Hæ Nguyªn So¸i C«n (Cao)	0;5;10579;1	1	2	12		1	50348		
51150	Tèng-Uy Hæ Nguyªn So¸i C«n (Cao)	0;5;10580;1	2	3	12		1	50348		
51151	Tèng-Uy Hæ Nguyªn So¸i C«n (Cao)	0;5;10581;1	2	4	12		1	50348		
51152	Tèng-Uy Hæ Nguyªn So¸i KiÕm (Cao)	0;2;10582;1	1	1	14		1	50349		
51153	Tèng-Uy Hæ Nguyªn So¸i KiÕm (Cao)	0;2;10583;1	1	2	14		1	50349		
51154	Tèng-Uy Hæ Nguyªn So¸i KiÕm (Cao)	0;2;10584;1	2	3	14		1	50349		
51155	Tèng-Uy Hæ Nguyªn So¸i KiÕm (Cao)	0;2;10585;1	2	4	14		1	50349		
51156	Tèng-Uy Hæ Nguyªn So¸i Bót (Cao)	0;9;10586;1	1	1	15		1	50350		
51157	Tèng-Uy Hæ Nguyªn So¸i Bót (Cao)	0;9;10587;1	1	2	15		1	50350		
51158	Tèng-Uy Hæ Nguyªn So¸i Bót (Cao)	0;9;10588;1	2	3	15		1	50350		
51159	Tèng-Uy Hæ Nguyªn So¸i Bót (Cao)	0;9;10589;1	2	4	15		1	50350		
51160	Tèng-Uy Hæ Nguyªn So¸i Th­¬ng (Cao)	0;6;10590;1	1	1	17		1	50351		
51161	Tèng-Uy Hæ Nguyªn So¸i Th­¬ng (Cao)	0;6;10591;1	1	2	17		1	50351		
51162	Tèng-Uy Hæ Nguyªn So¸i Th­¬ng (Cao)	0;6;10592;1	2	3	17		1	50351		
51163	Tèng-Uy Hæ Nguyªn So¸i Th­¬ng (Cao)	0;6;10593;1	2	4	17		1	50351		
51164	Tèng-Uy Hæ Nguyªn So¸i Cung (Cao)	0;4;10594;1	1	1	18		1	50352		
51165	Tèng-Uy Hæ Nguyªn So¸i Cung (Cao)	0;4;10595;1	1	2	18		1	50352		
51166	Tèng-Uy Hæ Nguyªn So¸i Cung (Cao)	0;4;10596;1	2	3	18		1	50352		
51167	Tèng-Uy Hæ Nguyªn So¸i Cung (Cao)	0;4;10597;1	2	4	18		1	50352		
51168	Tèng-Uy Hæ Nguyªn So¸i Song §ao (Cao)	0;7;10598;1	1	1	20		1	50353		
51169	Tèng-Uy Hæ Nguyªn So¸i Song §ao (Cao)	0;7;10599;1	1	2	20		1	50353		
51170	Tèng-Uy Hæ Nguyªn So¸i Song §ao (Cao)	0;7;10600;1	2	3	20		1	50353		
51171	Tèng-Uy Hæ Nguyªn So¸i Song §ao (Cao)	0;7;10601;1	2	4	20		1	50353		
51172	Tèng-Uy Hæ Nguyªn So¸i Tr¶o (Cao)	0;11;10602;1	1	1	21		1	50354		
51173	Tèng-Uy Hæ Nguyªn So¸i Tr¶o (Cao)	0;11;10603;1	1	2	21		1	50354		
51174	Tèng-Uy Hæ Nguyªn So¸i Tr¶o (Cao)	0;11;10604;1	2	3	21		1	50354		
51175	Tèng-Uy Hæ Nguyªn So¸i Tr¶o (Cao)	0;11;10605;1	2	4	21		1	50354		
51176	Tèng-Uy Hæ Nguyªn So¸i KiÕm (Cao)	0;2;10606;1	1	1	23		1	50355		
51177	Tèng-Uy Hæ Nguyªn So¸i KiÕm (Cao)	0;2;10607;1	1	2	23		1	50355		
51178	Tèng-Uy Hæ Nguyªn So¸i §ao (Cao)	0;3;10608;1	1	1	25		1	50356		
51179	Tèng-Uy Hæ Nguyªn So¸i §ao (Cao)	0;3;10609;1	1	2	25		1	50356		
51180	Tèng-Uy Hæ Nguyªn So¸i §ao (Cao)	0;3;10610;1	2	3	25		1	50356		
51181	Tèng-Uy Hæ Nguyªn So¸i §ao (Cao)	0;3;10611;1	2	4	25		1	50356		
51182	Tèng-Uy Hæ Nguyªn So¸i Bót (Cao)	0;9;10612;1	1	1	26		1	50357		
51183	Tèng-Uy Hæ Nguyªn So¸i Bót (Cao)	0;9;10613;1	1	2	26		1	50357		
51184	Tèng-Uy Hæ Nguyªn So¸i Bót (Cao)	0;9;10614;1	2	3	26		1	50357		
51185	Tèng-Uy Hæ Nguyªn So¸i Bót (Cao)	0;9;10615;1	2	4	26		1	50357		
51186	Tèng-Uy Hæ Nguyªn So¸i Tr¶o (Cao)	0;11;10616;1	1	1	27		1	50358		
51187	Tèng-Uy Hæ Nguyªn So¸i Tr¶o (Cao)	0;11;10617;1	1	2	27		1	50358		
51188	Tèng-Uy Hæ Nguyªn So¸i Tr¶o (Cao)	0;11;10618;1	2	3	27		1	50358		
51189	Tèng-Uy Hæ Nguyªn So¸i Tr¶o (Cao)	0;11;10619;1	2	4	27		1	50358		
51190	Tèng-Uy Hæ Nguyªn So¸i PhiÕn (Cao)	0;13;10620;1	2	3	29		1	50359		
51191	Tèng-Uy Hæ Nguyªn So¸i PhiÕn (Cao)	0;13;10621;1	2	4	29		1	50359		
51192	Tèng-Uy Hæ Nguyªn So¸i §Þch (Cao)	0;12;10622;1	2	3	30		1	50360		
51193	Tèng-Uy Hæ Nguyªn So¸i §Þch (Cao)	0;12;10623;1	2	4	30		1	50360		
51194	Liªu_Uy Hæ T­íng Qu©n §ao (S¬ CÊp)	0;3;10624;1	1	1	2		1	50505		
51195	Liªu_Uy Hæ T­íng Qu©n §ao (S¬ CÊp)	0;3;10624;1	1	2	2		1	50506		
51196	Liªu_Uy Hæ T­íng Qu©n Tr­îng (S¬ CÊp)	0;8;10625;1	1	1	3		1	50507		
51197	Liªu_Uy Hæ T­íng Qu©n Tr­îng (S¬ CÊp)	0;8;10625;1	1	2	3		1	50508		
51198	Liªu_Uy Hæ T­íng Qu©n Thñ (S¬ CÊp)	0;0;10626;1	1	1	4		1	50509		
51199	Liªu_Uy Hæ T­íng Qu©n Thñ (S¬ CÊp)	0;0;10626;1	1	2	4		1	50510		
51200	Liªu_Uy Hæ T­íng Qu©n Ch©m (S¬ CÊp)	0;1;10627;1	1	1	6		1	50511		
51201	Liªu_Uy Hæ T­íng Qu©n Ch©m (S¬ CÊp)	0;1;10627;1	1	2	6		1	50512		
51202	Liªu_Uy Hæ T­íng Qu©n Ch©m (S¬ CÊp)	0;1;10627;1	2	3	6		1	50513		
51203	Liªu_Uy Hæ T­íng Qu©n Ch©m (S¬ CÊp)	0;1;10627;1	2	4	6		1	50514		
51204	Liªu_Uy Hæ T­íng Qu©n KiÕm (S¬ CÊp)	0;2;10628;1	2	3	8		1	50515		
51205	Liªu_Uy Hæ T­íng Qu©n KiÕm (S¬ CÊp)	0;2;10628;1	2	4	8		1	50516		
51206	Liªu_Uy Hæ T­íng Qu©n CÇm (S¬ CÊp)	0;10;10629;1	2	3	9		1	50517		
51207	Liªu_Uy Hæ T­íng Qu©n CÇm (S¬ CÊp)	0;10;10629;1	2	4	9		1	50518		
51208	Liªu_Uy Hæ T­íng Qu©n Thñ (S¬ CÊp)	0;0;10630;1	1	1	11		1	50519		
51209	Liªu_Uy Hæ T­íng Qu©n Thñ (S¬ CÊp)	0;0;10630;1	1	2	11		1	50520		
51210	Liªu_Uy Hæ T­íng Qu©n Thñ (S¬ CÊp)	0;0;10630;1	2	3	11		1	50521		
51211	Liªu_Uy Hæ T­íng Qu©n Thñ (S¬ CÊp)	0;0;10630;1	2	4	11		1	50522		
51212	Liªu_Uy Hæ T­íng Qu©n C«n (S¬ CÊp)	0;5;10631;1	1	1	12		1	50523		
51213	Liªu_Uy Hæ T­íng Qu©n C«n (S¬ CÊp)	0;5;10631;1	1	2	12		1	50524		
51214	Liªu_Uy Hæ T­íng Qu©n C«n (S¬ CÊp)	0;5;10631;1	2	3	12		1	50525		
51215	Liªu_Uy Hæ T­íng Qu©n C«n (S¬ CÊp)	0;5;10631;1	2	4	12		1	50526		
51216	Liªu_Uy Hæ T­íng Qu©n KiÕm (S¬ CÊp)	0;2;10632;1	1	1	14		1	50527		
51217	Liªu_Uy Hæ T­íng Qu©n KiÕm (S¬ CÊp)	0;2;10632;1	1	2	14		1	50528		
51218	Liªu_Uy Hæ T­íng Qu©n KiÕm (S¬ CÊp)	0;2;10632;1	2	3	14		1	50529		
51219	Liªu_Uy Hæ T­íng Qu©n KiÕm (S¬ CÊp)	0;2;10632;1	2	4	14		1	50530		
51220	Liªu_Uy Hæ T­íng Qu©n Bót (S¬ CÊp)	0;9;10633;1	1	1	15		1	50531		
51221	Liªu_Uy Hæ T­íng Qu©n Bót (S¬ CÊp)	0;9;10633;1	1	2	15		1	50532		
51222	Liªu_Uy Hæ T­íng Qu©n Bót (S¬ CÊp)	0;9;10633;1	2	3	15		1	50533		
51223	Liªu_Uy Hæ T­íng Qu©n Bót (S¬ CÊp)	0;9;10633;1	2	4	15		1	50534		
51224	Liªu_Uy Hæ T­íng Qu©n Th­¬ng (S¬ CÊp)	0;6;10634;1	1	1	17		1	50535		
51225	Liªu_Uy Hæ T­íng Qu©n Th­¬ng (S¬ CÊp)	0;6;10634;1	1	2	17		1	50536		
51226	Liªu_Uy Hæ T­íng Qu©n Th­¬ng (S¬ CÊp)	0;6;10634;1	2	3	17		1	50537		
51227	Liªu_Uy Hæ T­íng Qu©n Th­¬ng (S¬ CÊp)	0;6;10634;1	2	4	17		1	50538		
51228	Liªu_Uy Hæ T­íng Qu©n Cung (S¬ CÊp)	0;4;10635;1	1	1	18		1	50539		
51229	Liªu_Uy Hæ T­íng Qu©n Cung (S¬ CÊp)	0;4;10635;1	1	2	18		1	50540		
51230	Liªu_Uy Hæ T­íng Qu©n Cung (S¬ CÊp)	0;4;10635;1	2	3	18		1	50541		
51231	Liªu_Uy Hæ T­íng Qu©n Cung (S¬ CÊp)	0;4;10635;1	2	4	18		1	50542		
