Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	"Phßng ngù (Néi, ngo¹i)"	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	"Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)"	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9746	10	10000	0	100						50281	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Tèng_Thanh Long Nguyªn So¸i LÖnh Bµi	0	102	9747	10	10000	0	100						50282	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9748	10	10000	0	100						50283	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9749	10	10000	0	100						50284	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9750	10	10000	0	100						50285	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9751	10	10000	0	100						50286	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9752	10	10000	0	100						50287	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9753	10	10000	0	100						50288	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9754	10	10000	0	100						50289	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9755	10	10000	0	100						50290	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9756	10	10000	0	100						50291	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9757	10	10000	0	100						50292	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9758	10	10000	0	100						50293	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9759	10	10000	0	100						50294	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9760	10	10000	0	100						50295	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9761	10	10000	0	100						50296	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9762	10	10000	0	100						50297	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9763	10	10000	0	100						50298	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9764	10	10000	0	100						50299	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9765	10	10000	0	100						50300	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9766	10	10000	0	100						50301	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9767	10	10000	0	100						50302	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9768	10	10000	0	100						50303	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9769	10	10000	0	100						50304	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9770	10	10000	0	100						50305	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9771	10	10000	0	100						50306	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9772	10	10000	0	100						50307	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9773	10	10000	0	100						50308	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9774	10	10000	0	100						50309	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9775	10	10000	0	100						50310	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9776	10	10000	0	100						50311	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9777	10	10000	0	100						50312	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9778	10	10000	0	100						50313	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9779	10	10000	0	100						50314	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9780	10	10000	0	100						50315	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9781	10	10000	0	100						50316	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9782	10	10000	0	100						50317	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9783	10	10000	0	100						50318	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9784	10	10000	0	100						50319	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9785	10	10000	0	100						50320	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9786	10	10000	0	100						50321	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9787	10	10000	0	100						50322	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9788	10	10000	0	100						50323	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9789	10	10000	0	100						50324	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9790	10	10000	0	100						50325	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9791	10	10000	0	100						50326	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9792	10	10000	0	100						50327	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Thanh Long T­íng Qu©n LÖnh Bµi	0	102	9793	10	10000	0	100						50328	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\ÇàÁúÁîÅÆ_a1.spr	\image\item\ring\ÇàÁúÁîÅÆ_a0.spr	"Tø Linh ThÇn-Thanh Long ban cho Trang Søc <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
