T©n Y phôc	Lo¹i h×nh chÝnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	"(Ngo¹i, néi) phßng"	Thuéc tÝnh hç trî 1	TrÞ sè Thuéc tÝnh hç trî 1	Thuéc tÝnh hç trî 2	TrÞ sè Thuéc tÝnh hç trî 2	"Biªn hiÖu bé trang bÞ ( 1-10 m«n ph¸1, 11- hîp thÓ trang bÞ)"	§¾ng cÊp yªu cÇu	Giíi tÝnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàÐÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thÞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	"Cã/kh«ng thÓ giao dÞch (0 ®­îc,1 kh«ng ®­îc,)"	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chÝ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm																																																													
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20511	10	40000	0	360	23;23					50366	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_045a1.spr	\image\item\cloth\m2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ýÎàÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20512	10	40000	0	360	23;23					50367	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_045a1.spr	\image\item\cloth\f2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ÐÔ¸ÐÅ®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20513	10	40000	0	360	23;23					50368	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_045a1.spr	\image\item\cloth\f1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ð¡Å®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20514	10	40000	0	360	17;25					50369	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_045a1.spr	\image\item\cloth\m1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20515	10	40000	0	360	17;25					50370	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_045a1.spr	\image\item\cloth\m2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ýÎàÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20516	10	40000	0	360	17;25					50371	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_045a1.spr	\image\item\cloth\f2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ÐÔ¸ÐÅ®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20517	10	40000	0	360	17;25					50372	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_045a1.spr	\image\item\cloth\f1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ð¡Å®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20518	10	40000	0	360	17;25					50373	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_045a1.spr	\image\item\cloth\m1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20519	10	40000	0	360	17;25					50374	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_045a1.spr	\image\item\cloth\m2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ýÎàÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20520	10	40000	0	360	17;25					50375	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_045a1.spr	\image\item\cloth\f2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ÐÔ¸ÐÅ®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20521	10	40000	0	360	17;25					50376	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_045a1.spr	\image\item\cloth\f1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ð¡Å®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20522	10	40000	0	360	23;23					50377	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_045a1.spr	\image\item\cloth\m1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20523	10	40000	0	360	23;23					50378	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_045a1.spr	\image\item\cloth\m2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ýÎàÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20524	10	40000	0	360	23;23					50379	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_045a1.spr	\image\item\cloth\f2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ÐÔ¸ÐÅ®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20525	10	40000	0	360	23;23					50380	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_045a1.spr	\image\item\cloth\f1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ð¡Å®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20526	10	40000	0	360	17;25					50381	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_045a1.spr	\image\item\cloth\m1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20527	10	40000	0	360	17;25					50382	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_045a1.spr	\image\item\cloth\m2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ýÎàÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20528	10	40000	0	360	17;25					50383	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_045a1.spr	\image\item\cloth\f2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ÐÔ¸ÐÅ®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20529	10	40000	0	360	17;25					50384	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_045a1.spr	\image\item\cloth\f1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ð¡Å®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20530	10	40000	0	360	23;23					50385	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_045a1.spr	\image\item\cloth\m1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20531	10	40000	0	360	23;23					50386	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_045a1.spr	\image\item\cloth\m2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ýÎàÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20532	10	40000	0	360	23;23					50387	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_045a1.spr	\image\item\cloth\f2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ÐÔ¸ÐÅ®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20533	10	40000	0	360	23;23					50388	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_045a1.spr	\image\item\cloth\f1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ð¡Å®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20534	10	40000	0	360	17;25					50389	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_045a1.spr	\image\item\cloth\m1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20535	10	40000	0	360	17;25					50390	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_045a1.spr	\image\item\cloth\m2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ýÎàÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20536	10	40000	0	360	17;25					50391	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_045a1.spr	\image\item\cloth\f2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ÐÔ¸ÐÅ®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20537	10	40000	0	360	17;25					50392	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_045a1.spr	\image\item\cloth\f1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ð¡Å®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20538	10	40000	0	360	17;25					50393	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_045a1.spr	\image\item\cloth\m1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20539	10	40000	0	360	17;25					50394	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_045a1.spr	\image\item\cloth\m2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ýÎàÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20540	10	40000	0	360	25;17					50395	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_045a1.spr	\image\item\cloth\m1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20541	10	40000	0	360	25;17					50396	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_045a1.spr	\image\item\cloth\m2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ýÎàÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20542	10	40000	0	360	25;17					50397	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_045a1.spr	\image\item\cloth\f2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ÐÔ¸ÐÅ®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20543	10	40000	0	360	25;17					50398	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_045a1.spr	\image\item\cloth\f1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ð¡Å®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20544	10	40000	0	360	23;23					50399	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_045a1.spr	\image\item\cloth\m1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20545	10	40000	0	360	23;23					50400	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_045a1.spr	\image\item\cloth\m2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ýÎàÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20546	10	40000	0	360	23;23					50401	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_045a1.spr	\image\item\cloth\f2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ÐÔ¸ÐÅ®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20547	10	40000	0	360	23;23					50402	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_045a1.spr	\image\item\cloth\f1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ð¡Å®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20548	10	40000	0	360	23;23					50403	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m1_bd_045a1.spr	\image\item\cloth\m1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20549	10	40000	0	360	23;23					50404	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\m2_bd_045a1.spr	\image\item\cloth\m2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ýÎàÄÐÇ§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20550	10	40000	0	360	23;23					50405	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_045a1.spr	\image\item\cloth\f2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ÐÔ¸ÐÅ®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20551	10	40000	0	360	23;23					50406	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_045a1.spr	\image\item\cloth\f1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ð¡Å®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20552	10	40000	0	360	23;23					50407	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_045a1.spr	\image\item\cloth\f2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ÐÔ¸ÐÅ®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20553	10	40000	0	360	23;23					50408	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f1_bd_045a1.spr	\image\item\cloth\f1_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ð¡Å®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0																																																																		
Liªu_Thanh Long Nguyªn So¸i Y	0	100	20554	10	40000	0	360	23;23					50409	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\f2_bd_045a1.spr	\image\item\cloth\f2_bd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Bµo <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ÐÔ¸ÐÅ®Ç§ÑÒÔÂÂäÒÂ	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0																																																																		
