Tªn giµy	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Søc phßng ngù (ngo¹i ; néi)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	"Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)"	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20463	10	40000	0	360	17;25					50318	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_027a1.spr	\image\item\shoe\m2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	¿ıÎàÄĞ¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20464	10	40000	0	360	17;25					50319	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_027a1.spr	\image\item\shoe\f1_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	ĞÔ¸ĞÅ®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20465	10	40000	0	360	17;25					50320	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_027a1.spr	\image\item\shoe\f2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	½¿Ğ¡Å®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20466	10	40000	0	360	23;23					50321	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_027a1.spr	\image\item\shoe\m1_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	±ê×¼ÄĞ¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20467	10	40000	0	360	23;23					50322	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_027a1.spr	\image\item\shoe\m2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	¿ıÎàÄĞ¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20468	10	40000	0	360	23;23					50323	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_027a1.spr	\image\item\shoe\f1_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	ĞÔ¸ĞÅ®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20469	10	40000	0	360	23;23					50324	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_027a1.spr	\image\item\shoe\f2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	½¿Ğ¡Å®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20470	10	40000	0	360	17;25					50325	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_027a1.spr	\image\item\shoe\m1_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	±ê×¼ÄĞ¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20471	10	40000	0	360	17;25					50326	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_027a1.spr	\image\item\shoe\m2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	¿ıÎàÄĞ¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20472	10	40000	0	360	17;25					50327	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_027a1.spr	\image\item\shoe\f1_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	ĞÔ¸ĞÅ®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20473	10	40000	0	360	17;25					50328	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_027a1.spr	\image\item\shoe\f2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	½¿Ğ¡Å®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20474	10	40000	0	360	17;25					50329	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_027a1.spr	\image\item\shoe\m1_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	±ê×¼ÄĞ¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20475	10	40000	0	360	17;25					50330	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_027a1.spr	\image\item\shoe\m2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	¿ıÎàÄĞ¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20476	10	40000	0	360	25;17					50331	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_027a1.spr	\image\item\shoe\m1_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	±ê×¼ÄĞ¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20477	10	40000	0	360	25;17					50332	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_027a1.spr	\image\item\shoe\m2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	¿ıÎàÄĞ¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20478	10	40000	0	360	25;17					50333	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_027a1.spr	\image\item\shoe\f1_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	ĞÔ¸ĞÅ®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20479	10	40000	0	360	25;17					50334	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_027a1.spr	\image\item\shoe\f2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	½¿Ğ¡Å®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20480	10	40000	0	360	23;23					50335	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_027a1.spr	\image\item\shoe\m1_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	±ê×¼ÄĞ¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20481	10	40000	0	360	23;23					50336	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_027a1.spr	\image\item\shoe\m2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	¿ıÎàÄĞ¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20482	10	40000	0	360	23;23					50337	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_027a1.spr	\image\item\shoe\f1_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	ĞÔ¸ĞÅ®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20483	10	40000	0	360	23;23					50338	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_027a1.spr	\image\item\shoe\f2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	½¿Ğ¡Å®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20484	10	40000	0	360	23;23					50339	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_027a1.spr	\image\item\shoe\m1_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	±ê×¼ÄĞ¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20485	10	40000	0	360	23;23					50340	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_027a1.spr	\image\item\shoe\m2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	¿ıÎàÄĞ¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20486	10	40000	0	360	23;23					50341	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_027a1.spr	\image\item\shoe\f1_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	ĞÔ¸ĞÅ®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20487	10	40000	0	360	23;23					50342	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_027a1.spr	\image\item\shoe\f2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	½¿Ğ¡Å®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20488	10	40000	0	360	23;23					50343	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_027a1.spr	\image\item\shoe\f1_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	ĞÔ¸ĞÅ®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20489	10	40000	0	360	23;23					50344	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_027a1.spr	\image\item\shoe\f2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	½¿Ğ¡Å®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20490	10	40000	0	360	23;23					50345	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_027a1.spr	\image\item\shoe\f1_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	ĞÔ¸ĞÅ®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Thanh Long T­íng Qu©n Trang	0	101	20491	10	40000	0	360	23;23					50346	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_027a1.spr	\image\item\shoe\f2_le_027a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)"	½¿Ğ¡Å®¼òÇå×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20492	10	40000	0	360	25;17					50347	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_045a1.spr	\image\item\shoe\m1_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄĞÇ§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20493	10	40000	0	360	25;17					50348	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_045a1.spr	\image\item\shoe\m2_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ıÎàÄĞÇ§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20494	10	40000	0	360	25;17					50349	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_045a1.spr	\image\item\shoe\m1_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄĞÇ§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20495	10	40000	0	360	25;17					50350	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_045a1.spr	\image\item\shoe\m2_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ıÎàÄĞÇ§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20496	10	40000	0	360	17;25					50351	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_045a1.spr	\image\item\shoe\m1_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄĞÇ§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20497	10	40000	0	360	17;25					50352	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_045a1.spr	\image\item\shoe\m2_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ıÎàÄĞÇ§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20498	10	40000	0	360	23;23					50353	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_045a1.spr	\image\item\shoe\m1_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄĞÇ§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20499	10	40000	0	360	23;23					50354	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_045a1.spr	\image\item\shoe\m2_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ıÎàÄĞÇ§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20500	10	40000	0	360	23;23					50355	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_045a1.spr	\image\item\shoe\f2_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ĞÔ¸ĞÅ®Ç§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20501	10	40000	0	360	23;23					50356	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_045a1.spr	\image\item\shoe\f1_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ğ¡Å®Ç§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20502	10	40000	0	360	17;25					50357	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_045a1.spr	\image\item\shoe\f2_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ĞÔ¸ĞÅ®Ç§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20503	10	40000	0	360	17;25					50358	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_045a1.spr	\image\item\shoe\f1_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ğ¡Å®Ç§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20504	10	40000	0	360	23;23					50359	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_045a1.spr	\image\item\shoe\f2_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ĞÔ¸ĞÅ®Ç§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20505	10	40000	0	360	23;23					50360	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f1_le_045a1.spr	\image\item\shoe\f1_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ğ¡Å®Ç§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20506	10	40000	0	360	25;17					50361	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m1_le_045a1.spr	\image\item\shoe\m1_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄĞÇ§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20507	10	40000	0	360	25;17					50362	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\shoe\m2_le_045a1.spr	\image\item\shoe\m2_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ıÎàÄĞÇ§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Thanh Long Nguyªn So¸i Trang	0	101	20508	10	40000	0	360	25;17					50363	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\shoe\f2_le_045a1.spr	\image\item\shoe\f2_le_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Trang <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ĞÔ¸ĞÅ®Ç§ÑÒÔÂÂä×°	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
