Tªn M·o	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	"(Ngo¹i, néi) phßng"	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	"Cã/kh«ng thÓ giao dŞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)"	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm																																																													
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20578	10	40000	0	360	50;50					50433	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20579	10	40000	0	360	50;50					50434	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20580	10	40000	0	360	50;50					50435	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20581	10	40000	0	360	50;50					50436	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20582	10	40000	0	360	50;50					50437	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20583	10	40000	0	360	50;50					50438	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20584	10	40000	0	360	50;50					50439	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20585	10	40000	0	360	50;50					50440	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	15	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20586	10	40000	0	360	50;50					50441	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20587	10	40000	0	360	50;50					50442	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20588	10	40000	0	360	50;50					50443	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20589	10	40000	0	360	50;50					50444	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	17	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20590	10	40000	0	360	50;50					50445	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20591	10	40000	0	360	50;50					50446	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20592	10	40000	0	360	50;50					50447	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20593	10	40000	0	360	50;50					50448	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	18	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20594	10	40000	0	360	50;50					50449	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20595	10	40000	0	360	50;50					50450	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20596	10	40000	0	360	50;50					50451	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20597	10	40000	0	360	50;50					50452	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20598	10	40000	0	360	50;50					50453	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20599	10	40000	0	360	50;50					50454	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20600	10	40000	0	360	50;50					50455	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20601	10	40000	0	360	50;50					50456	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20602	10	40000	0	360	50;50					50457	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20603	10	40000	0	360	50;50					50458	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20604	10	40000	0	360	50;50					50459	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20605	10	40000	0	360	50;50					50460	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20606	10	40000	0	360	50;50					50461	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20607	10	40000	0	360	50;50					50462	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20608	10	40000	0	360	50;50					50463	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20609	10	40000	0	360	50;50					50464	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20610	10	40000	0	360	50;50					50465	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20611	10	40000	0	360	50;50					50466	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20612	10	40000	0	360	50;50					50467	10	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20613	10	40000	0	360	50;50					50468	10	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20614	10	40000	0	360	50;50					50469	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20615	10	40000	0	360	50;50					50470	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20616	10	40000	0	360	50;50					50471	10	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0																																																																		
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20617	10	40000	0	360	50;50					50472	10	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0																																																																		
