Tªn vò khİ	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	CÇm trªn tay	S¸t th­¬ng ngo¹i c«ng	S¸t th­¬ng Néi c«ng 	®é s¾c bĞn	Tèc ®é xuÊt chiªu	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò;Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi; sö dông tµi nguyªn nµo	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Tèng_Thanh Long T­íng Qu©n Th­¬ng (Cao CÊp)	0	6	20331	130	18000	0	300	0	356;603	188;311	1	95	50186	790	1	2		\image\item\weapon\wea_lv17_liupai_17a1.spr	\image\item\weapon\wea_lv17_liupai_17a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	ÑîÃÅÇ¹17	Th­¬ng	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Th­¬ng (Cao CÊp)	0	6	20332	130	18000	0	300	0	356;603	188;311	1	95	50187	790	2	3		\image\item\weapon\wea_lv17_liupai_17a1.spr	\image\item\weapon\wea_lv17_liupai_17a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	ÑîÃÅÇ¹17	Th­¬ng	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Th­¬ng (Cao CÊp)	0	6	20333	130	18000	0	300	0	356;603	188;311	1	95	50188	790	2	4		\image\item\weapon\wea_lv17_liupai_17a1.spr	\image\item\weapon\wea_lv17_liupai_17a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	ÑîÃÅÇ¹17	Th­¬ng	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Cung (Cao CÊp)	0	4	20334	130	18000	0	300	1	356;603	188;311	1	86	50189	790	1	1		\image\item\weapon\wea_lv17_liupai_18a1.spr	\image\item\weapon\wea_lv17_liupai_18a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	ÑîÃÅ¹­17	Cung	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Cung (Cao CÊp)	0	4	20335	130	18000	0	300	1	356;603	188;311	1	86	50190	790	1	2		\image\item\weapon\wea_lv17_liupai_18a1.spr	\image\item\weapon\wea_lv17_liupai_18a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	ÑîÃÅ¹­17	Cung	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Cung (Cao CÊp)	0	4	20336	130	18000	0	300	1	356;603	188;311	1	86	50191	790	2	3		\image\item\weapon\wea_lv17_liupai_18a1.spr	\image\item\weapon\wea_lv17_liupai_18a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	ÑîÃÅ¹­17	Cung	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Cung (Cao CÊp)	0	4	20337	130	18000	0	300	1	356;603	188;311	1	86	50192	790	2	4		\image\item\weapon\wea_lv17_liupai_18a1.spr	\image\item\weapon\wea_lv17_liupai_18a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	ÑîÃÅ¹­17	Cung	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n §ao (Cao CÊp)	0	7	20338	215	18000	0	300	2	356;603	355;608	1	105	50193	790	1	1		\image\item\weapon\wea_lv17_liupai_20a1.spr	\image\item\weapon\wea_lv17_liupai_20a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Îå¶¾µ¶17	Song ®ao	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n §ao (Cao CÊp)	0	7	20339	215	18000	0	300	2	356;603	355;608	1	105	50194	790	1	2		\image\item\weapon\wea_lv17_liupai_20a1.spr	\image\item\weapon\wea_lv17_liupai_20a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Îå¶¾µ¶17	Song ®ao	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n §ao (Cao CÊp)	0	7	20340	215	18000	0	300	2	356;603	355;608	1	105	50195	790	2	3		\image\item\weapon\wea_lv17_liupai_20a1.spr	\image\item\weapon\wea_lv17_liupai_20a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Îå¶¾µ¶17	Song ®ao	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n §ao (Cao CÊp)	0	7	20341	215	18000	0	300	2	356;603	355;608	1	105	50196	790	2	4		\image\item\weapon\wea_lv17_liupai_20a1.spr	\image\item\weapon\wea_lv17_liupai_20a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Îå¶¾µ¶17	Song ®ao	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Tr¶o (Cao CÊp)	0	11	20342	215	18000	0	300	2	275;451	308;537	1	105	50197	790	1	1		\image\item\weapon\wea_lv17_liupai_21a1.spr	\image\item\weapon\wea_lv17_liupai_21a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Îå¶¾×¦17	Tr¶o	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Tr¶o (Cao CÊp)	0	11	20343	215	18000	0	300	2	275;451	308;537	1	105	50198	790	1	2		\image\item\weapon\wea_lv17_liupai_21a1.spr	\image\item\weapon\wea_lv17_liupai_21a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Îå¶¾×¦17	Tr¶o	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Tr¶o (Cao CÊp)	0	11	20344	215	18000	0	300	2	275;451	308;537	1	105	50199	790	2	3		\image\item\weapon\wea_lv17_liupai_21a1.spr	\image\item\weapon\wea_lv17_liupai_21a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Îå¶¾×¦17	Tr¶o	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Tr¶o (Cao CÊp)	0	11	20345	215	18000	0	300	2	275;451	308;537	1	105	50200	790	2	4		\image\item\weapon\wea_lv17_liupai_21a1.spr	\image\item\weapon\wea_lv17_liupai_21a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Îå¶¾×¦17	Tr¶o	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n KiÕm (Cao CÊp)	0	2	20346	90	18000	0	300	0	222;401	398;692	1	86	50201	790	1	1		\image\item\weapon\wea_lv17_liupai_23a1.spr	\image\item\weapon\wea_lv17_liupai_23a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	À¥ÂØ½£17	Tr­êng kiÕm	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n KiÕm (Cao CÊp)	0	2	20347	90	18000	0	300	0	222;401	398;692	1	86	50202	790	1	2		\image\item\weapon\wea_lv17_liupai_23a1.spr	\image\item\weapon\wea_lv17_liupai_23a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	À¥ÂØ½£17	Tr­êng kiÕm	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n §ao (Cao CÊp)	0	3	20348	200	18000	0	300	0	356;603	188;311	1	100	50203	790	1	1		\image\item\weapon\wea_lv17_liupai_25a1.spr	\image\item\weapon\wea_lv17_liupai_25a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Ã÷½Ìµ¶17	§¬n ®ao	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n §ao (Cao CÊp)	0	3	20349	200	18000	0	300	0	356;603	188;311	1	100	50204	790	1	2		\image\item\weapon\wea_lv17_liupai_25a1.spr	\image\item\weapon\wea_lv17_liupai_25a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Ã÷½Ìµ¶17	§¬n ®ao	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n §ao (Cao CÊp)	0	3	20350	200	18000	0	300	0	356;603	188;311	1	100	50205	790	2	3		\image\item\weapon\wea_lv17_liupai_25a1.spr	\image\item\weapon\wea_lv17_liupai_25a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Ã÷½Ìµ¶17	§¬n ®ao	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n §ao (Cao CÊp)	0	3	20351	200	18000	0	300	0	356;603	188;311	1	100	50206	790	2	4		\image\item\weapon\wea_lv17_liupai_25a1.spr	\image\item\weapon\wea_lv17_liupai_25a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Ã÷½Ìµ¶17	§¬n ®ao	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Bót (Cao CÊp)	0	9	20352	130	18000	0	300	0	356;603	188;311	1	110	50207	790	1	1		\image\item\weapon\wea_lv17_liupai_26a1.spr	\image\item\weapon\wea_lv17_liupai_26a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Ã÷½Ì±Ê17	Bót	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Bót (Cao CÊp)	0	9	20353	130	18000	0	300	0	356;603	188;311	1	110	50208	790	1	2		\image\item\weapon\wea_lv17_liupai_26a1.spr	\image\item\weapon\wea_lv17_liupai_26a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Ã÷½Ì±Ê17	Bót	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Bót (Cao CÊp)	0	9	20354	130	18000	0	300	0	356;603	188;311	1	110	50209	790	2	3		\image\item\weapon\wea_lv17_liupai_26a1.spr	\image\item\weapon\wea_lv17_liupai_26a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Ã÷½Ì±Ê17	Bót	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Bót (Cao CÊp)	0	9	20355	130	18000	0	300	0	356;603	188;311	1	110	50210	790	2	4		\image\item\weapon\wea_lv17_liupai_26a1.spr	\image\item\weapon\wea_lv17_liupai_26a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Ã÷½Ì±Ê17	Bót	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Tr¶o (Cao CÊp)	0	11	20356	215	18000	0	300	2	222;401	398;692	1	105	50211	790	1	1		\image\item\weapon\wea_lv17_liupai_27a1.spr	\image\item\weapon\wea_lv17_liupai_27a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Ã÷½Ì×¦17	Tr¶o	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Tr¶o (Cao CÊp)	0	11	20357	215	18000	0	300	2	222;401	398;692	1	105	50212	790	1	2		\image\item\weapon\wea_lv17_liupai_27a1.spr	\image\item\weapon\wea_lv17_liupai_27a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Ã÷½Ì×¦17	Tr¶o	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Tr¶o (Cao CÊp)	0	11	20358	215	18000	0	300	2	222;401	398;692	1	105	50213	790	2	3		\image\item\weapon\wea_lv17_liupai_27a1.spr	\image\item\weapon\wea_lv17_liupai_27a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Ã÷½Ì×¦17	Tr¶o	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n Tr¶o (Cao CÊp)	0	11	20359	215	18000	0	300	2	222;401	398;692	1	105	50214	790	2	4		\image\item\weapon\wea_lv17_liupai_27a1.spr	\image\item\weapon\wea_lv17_liupai_27a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	Ã÷½Ì×¦17	Tr¶o	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n PhiÕn (Cao CÊp)	0	13	20360	140	18000	0	300	0	372;631	240;489	1	87	50215	790	2	3		\image\item\weapon\wea_lv17_liupai_29a1.spr	\image\item\weapon\wea_lv17_liupai_29a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	´äÑÌÉÈ17	Linh Chi	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n PhiÕn (Cao CÊp)	0	13	20361	140	18000	0	300	0	372;631	240;489	1	87	50216	790	2	4		\image\item\weapon\wea_lv17_liupai_29a1.spr	\image\item\weapon\wea_lv17_liupai_29a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	´äÑÌÉÈ17	Linh Chi	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n §Şch (Cao CÊp)	0	12	20362	130	18000	0	300	0	372;631	121;246	1	87	50217	790	2	3		\image\item\weapon\wea_lv17_liupai_30a1.spr	\image\item\weapon\wea_lv17_liupai_30a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	´äÑÌµÑ17	Tiªu	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long T­íng Qu©n §Şch (Cao CÊp)	0	12	20363	130	18000	0	300	0	372;631	121;246	1	87	50218	790	2	4		\image\item\weapon\wea_lv17_liupai_30a1.spr	\image\item\weapon\wea_lv17_liupai_30a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 5,000,000)	´äÑÌµÑ17	Tiªu	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long Nguyªn So¸i §ao (Cao CÊp)	0	3	20364	200	18000	0	300	0	372;631	196;325	1	100	50219	790	1	1		\image\item\weapon\wea_lv17_liupai_02a1.spr	\image\item\weapon\wea_lv17_liupai_02a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)	ÉÙÁÖµ¶17	§¬n ®ao	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long Nguyªn So¸i §ao (Cao CÊp)	0	3	20365	200	18000	0	300	0	372;631	196;325	1	100	50220	790	1	2		\image\item\weapon\wea_lv17_liupai_02a1.spr	\image\item\weapon\wea_lv17_liupai_02a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)	ÉÙÁÖµ¶17	§¬n ®ao	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long Nguyªn So¸i Tr­îng (Cao CÊp)	0	8	20366	100	18000	0	300	0	356;603	389;672	1	86	50221	790	1	1		\image\item\weapon\wea_lv17_liupai_03a1.spr	\image\item\weapon\wea_lv17_liupai_03a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)	ÉÙÁÖìø17	Tİch tr­îng	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long Nguyªn So¸i Tr­îng (Cao CÊp)	0	8	20367	100	18000	0	300	0	356;603	389;672	1	86	50222	790	1	2		\image\item\weapon\wea_lv17_liupai_03a1.spr	\image\item\weapon\wea_lv17_liupai_03a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)	ÉÙÁÖìø17	Tİch tr­îng	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long Nguyªn So¸i Thñ (Cao CÊp)	0	0	20368	50	18000	0	300	0	381;651	389;672	1	90	50223	790	1	1		\image\item\weapon\wea_lv17_liupai_04a1.spr	\image\item\weapon\wea_lv17_liupai_04a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)		Hé thñ	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long Nguyªn So¸i Thñ (Cao CÊp)	0	0	20369	50	18000	0	300	0	381;651	389;672	1	90	50224	790	1	2		\image\item\weapon\wea_lv17_liupai_04a1.spr	\image\item\weapon\wea_lv17_liupai_04a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)		Hé thñ	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long Nguyªn So¸i Ch©m (Cao CÊp)	0	1	20370	50	18000	0	300	0	349;594	132;204	1	80	50225	790	1	1		\image\item\weapon\wea_lv17_liupai_06a1.spr	\image\item\weapon\wea_lv17_liupai_06a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)		¸m khİ	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long Nguyªn So¸i Ch©m (Cao CÊp)	0	1	20371	50	18000	0	300	0	349;594	132;204	1	80	50226	790	1	2		\image\item\weapon\wea_lv17_liupai_06a1.spr	\image\item\weapon\wea_lv17_liupai_06a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)		¸m khİ	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long Nguyªn So¸i Ch©m (Cao CÊp)	0	1	20372	50	18000	0	300	0	349;594	132;204	1	80	50227	790	2	3		\image\item\weapon\wea_lv17_liupai_06a1.spr	\image\item\weapon\wea_lv17_liupai_06a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)		¸m khİ	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long Nguyªn So¸i Ch©m (Cao CÊp)	0	1	20373	50	18000	0	300	0	349;594	132;204	1	80	50228	790	2	4		\image\item\weapon\wea_lv17_liupai_06a1.spr	\image\item\weapon\wea_lv17_liupai_06a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)		¸m khİ	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long Nguyªn So¸i KiÕm (Cao CÊp)	0	2	20374	90	18000	0	300	0	372;631	389;672	1	86	50229	790	2	3		\image\item\weapon\wea_lv17_liupai_08a1.spr	\image\item\weapon\wea_lv17_liupai_08a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)	¶ëÃ¼½£17	Tr­êng kiÕm	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long Nguyªn So¸i KiÕm (Cao CÊp)	0	2	20375	90	18000	0	300	0	372;631	389;672	1	86	50230	790	2	4		\image\item\weapon\wea_lv17_liupai_08a1.spr	\image\item\weapon\wea_lv17_liupai_08a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)	¶ëÃ¼½£17	Tr­êng kiÕm	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long Nguyªn So¸i CÇm (Cao CÊp)	0	10	20376	140	18000	0	300	1	295;482	336;559	1	90	50231	790	2	3		\image\item\weapon\wea_lv17_liupai_09a1.spr	\image\item\weapon\wea_lv17_liupai_09a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)	¶ëÃ¼ÇÙ17	CÇm	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
Tèng_Thanh Long Nguyªn So¸i CÇm (Cao CÊp)	0	10	20377	140	18000	0	300	1	295;482	336;559	1	90	50232	790	2	4		\image\item\weapon\wea_lv17_liupai_09a1.spr	\image\item\weapon\wea_lv17_liupai_09a0.spr	Tø Linh ThÇn-Thanh Long ban cho Vò Khİ <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)	¶ëÃ¼ÇÙ17	CÇm	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	0	0					
