Tªn trang søc	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	Phßng ngù (Néi, ngo¹i)	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	§¸nh gi¸ ®¼ng cÊp	Cã/kh«ng thÓ giao dŞch (0 ®­îc,1 kh«ng ®­îc,)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10939	10	10000	0	100						50642	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10940	10	10000	0	100						50643	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10941	10	10000	0	100						50644	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	20	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10942	10	10000	0	100						50645	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10943	10	10000	0	100						50646	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10944	10	10000	0	100						50647	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10945	10	10000	0	100						50648	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	21	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10946	10	10000	0	100						50649	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10947	10	10000	0	100						50650	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10948	10	10000	0	100						50651	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10949	10	10000	0	100						50652	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10950	10	10000	0	100						50653	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10951	10	10000	0	100						50654	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10952	10	10000	0	100						50655	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10953	10	10000	0	100						50656	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10954	10	10000	0	100						50657	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10955	10	10000	0	100						50658	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10956	10	10000	0	100						50659	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10957	10	10000	0	100						50660	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10958	10	10000	0	100						50661	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10959	10	10000	0	100						50662	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10960	10	10000	0	100						50663	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10961	10	10000	0	100						50664	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10962	10	10000	0	100						50665	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Uy Hæ Nguyªn So¸i Hæ Phï	0	102	10963	10	10000	0	100						50666	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5f1.spr	\image\item\ring\½«¾üÓ¡5f0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10964	10	10000	0	100						50603	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10965	10	10000	0	100						50604	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10966	10	10000	0	100						50605	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10967	10	10000	0	100						50606	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10968	10	10000	0	100						50607	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10969	10	10000	0	100						50608	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10970	10	10000	0	100						50609	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10971	10	10000	0	100						50610	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10972	10	10000	0	100						50611	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10973	10	10000	0	100						50612	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10974	10	10000	0	100						50613	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10975	10	10000	0	100						50614	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10976	10	10000	0	100						50615	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10977	10	10000	0	100						50616	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10978	10	10000	0	100						50617	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10979	10	10000	0	100						50618	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10980	10	10000	0	100						50619	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10981	10	10000	0	100						50620	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10982	10	10000	0	100						50621	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10983	10	10000	0	100						50622	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10984	10	10000	0	100						50623	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10985	10	10000	0	100						50624	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10986	10	10000	0	100						50625	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10987	10	10000	0	100						50626	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Liªu_Uy Hæ Nguyªn So¸i LÖnh Kú	0	102	10988	10	10000	0	100						50627	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\ring\½«¾üÓ¡5h1.spr	\image\item\ring\½«¾üÓ¡5h0120.spr	"Tø linh thÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 12,000,000)"		§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
