Tªn M·o	Lo¹i h×nh chİnh	Lo¹i h×nh phô	Ph©n lo¹i chi tiÕt	NÆng	Gi¸	Ngò hµnh	§é bÒn	(Ngo¹i, néi) phßng	Thuéc tİnh hç trî 1	TrŞ sè Thuéc tİnh hç trî 1	Thuéc tİnh hç trî 2	TrŞ sè Thuéc tİnh hç trî 2	Sè trang bŞ	§¾ng cÊp yªu cÇu	Giíi tİnh yªu cÇu	ThÓ h×nh yªu cÇu	M«n ph¸i yªu cÇu	HiÖn h×nh nhá trªn giao diÖn	HiÖn h×nh lín trªn giao diÖn	ThuyÕt minh	×°±¸ÔÚÉíÉÏµÄÊ±ºò£¬Ê¹ÓÃµÄÏÔÊ¾ÀàĞÍÃû×Ö	Khi vøt ra ngoµi sÏ hiÓn thŞ tªn	File gèc	CÊp	Cã/kh«ng thÓ giao dŞch(0 ®­îc,1 kh«ng ®­îc,2 chØ cã thÓ b¸n ë tiÖm,3 chØ cã thÓ b¸n)	Cã/kh«ng thÓ vøt (0 ®­îc; 1 kh«ng ®­îc)	L­u ph¸i	Cã/Kh«ng thÓ söa (0Cã/1Kh«ng)	Dù L­u	Tiªu chİ ph¸t triÓn	Biªn hiÖu ph¸t triÓn	Biªn hiÖu më khãa	Biªn hiÖu kinh nghiÖm
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20538	10	40000	0	360	17;25					50393	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_045a1.spr	\image\item\cap\m1_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄĞÇ§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20539	10	40000	0	360	17;25					50394	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_045a1.spr	\image\item\cap\m2_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ıÎàÄĞÇ§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	23	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20540	10	40000	0	360	25;17					50395	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_045a1.spr	\image\item\cap\m1_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄĞÇ§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20541	10	40000	0	360	25;17					50396	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_045a1.spr	\image\item\cap\m2_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ıÎàÄĞÇ§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20542	10	40000	0	360	25;17					50397	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_045a1.spr	\image\item\cap\f2_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ĞÔ¸ĞÅ®Ç§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20543	10	40000	0	360	25;17					50398	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_045a1.spr	\image\item\cap\f1_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ğ¡Å®Ç§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	25	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20544	10	40000	0	360	23;23					50399	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_045a1.spr	\image\item\cap\m1_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄĞÇ§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20545	10	40000	0	360	23;23					50400	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_045a1.spr	\image\item\cap\m2_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ıÎàÄĞÇ§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20546	10	40000	0	360	23;23					50401	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_045a1.spr	\image\item\cap\f2_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ĞÔ¸ĞÅ®Ç§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20547	10	40000	0	360	23;23					50402	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_045a1.spr	\image\item\cap\f1_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ğ¡Å®Ç§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	26	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20548	10	40000	0	360	23;23					50403	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cap\m1_hd_045a1.spr	\image\item\cap\m1_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	±ê×¼ÄĞÇ§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20549	10	40000	0	360	23;23					50404	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cap\m2_hd_045a1.spr	\image\item\cap\m2_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	¿ıÎàÄĞÇ§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20550	10	40000	0	360	23;23					50405	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_045a1.spr	\image\item\cap\f2_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ĞÔ¸ĞÅ®Ç§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20551	10	40000	0	360	23;23					50406	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_045a1.spr	\image\item\cap\f1_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ğ¡Å®Ç§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	27	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20552	10	40000	0	360	23;23					50407	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_045a1.spr	\image\item\cap\f2_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ĞÔ¸ĞÅ®Ç§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20553	10	40000	0	360	23;23					50408	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_045a1.spr	\image\item\cap\f1_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ğ¡Å®Ç§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	29	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20554	10	40000	0	360	23;23					50409	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cap\f2_hd_045a1.spr	\image\item\cap\f2_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	ĞÔ¸ĞÅ®Ç§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Liªu_Thanh Long Nguyªn So¸i Kh«i	0	103	20555	10	40000	0	360	23;23					50410	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cap\f1_hd_045a1.spr	\image\item\cap\f1_hd_045a0.spr	"Tø Linh ThÇn-Thanh Long ban cho ChiÕn Kh«i <color=Gold>(CÇn ®¹t qu©n hµm Nguyªn So¸i hoÆc C«ng Tr¹ng ®¹t ®Õn 9,000,000)"	½¿Ğ¡Å®Ç§ÑÒÔÂÂäÍ·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	30	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20556	10	40000	0	360	50;50					50411	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20557	10	40000	0	360	50;50					50412	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	2	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20558	10	40000	0	360	50;50					50413	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20559	10	40000	0	360	50;50					50414	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	3	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20560	10	40000	0	360	50;50					50415	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20561	10	40000	0	360	50;50					50416	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	4	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20562	10	40000	0	360	50;50					50417	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20563	10	40000	0	360	50;50					50418	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20564	10	40000	0	360	50;50					50419	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20565	10	40000	0	360	50;50					50420	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	6	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20566	10	40000	0	360	50;50					50421	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20567	10	40000	0	360	50;50					50422	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	8	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20568	10	40000	0	360	50;50					50423	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20569	10	40000	0	360	50;50					50424	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	9	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20570	10	40000	0	360	50;50					50425	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20571	10	40000	0	360	50;50					50426	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20572	10	40000	0	360	50;50					50427	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20573	10	40000	0	360	50;50					50428	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	11	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20574	10	40000	0	360	50;50					50429	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20575	10	40000	0	360	50;50					50430	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20576	10	40000	0	360	50;50					50431	790	2	3	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·ĞÔ¸Ğa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	ĞÔ¸ĞÅ®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20577	10	40000	0	360	50;50					50432	790	2	4	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·½¿Ğ¡a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	½¿Ğ¡Å®½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	12	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20578	10	40000	0	360	50;50					50433	790	1	1	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·±ê×¼a0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	±ê×¼ÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
Tèng_Uy Hæ T­íng Qu©n Kh«i	0	103	20579	10	40000	0	360	50;50					50434	790	1	2	T©n thñ kh«ng thÓ dïng	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa1.spr	\image\item\cloth\½ğ·çÓñÂ¶Í·¿ıÎàa0.spr	"Tø Linh ThÇn, trÊn bèn ph­¬ng <color=Gold>(CÇn ®¹t qu©n hµm T­íng Qu©n hoÆc C«ng Tr¹ng ®¹t ®Õn 8,000,000)"	¿ıÎàÄĞ½ğ·çÓñÂ¶Í·	§· khãa	\script\newbattles\battle_equipment_jungong_or_junxian.lua	10	1	1	14	0					
